Rk,Gtm,Date,,Opp,Rslt,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,LOB,#,Thr,Opp. Starter (GmeSc)
100,100,24-Jul,,MIN,"W,6-4",33,32,6,11,0,1,3,6,0,0,9,0,1,0,0,1,0,0,0.258,0.343,0.456,0.799,3,15,R,B.Colon(41)
101,101,25-Jul,,MIN,"W,6-2",35,31,6,11,3,0,0,6,1,0,7,1,2,0,0,1,1,0,0.259,0.344,0.456,0.8,5,12,R,J.Berrios(34)
102,102,26-Jul,,MIN,"W,6-5",39,36,6,11,1,0,2,6,2,0,8,0,0,1,0,0,0,0,0.26,0.343,0.457,0.8,7,16,R,E.Santana(51)
103,103,28-Jul,,SFG,"W,6-4",34,29,6,6,2,0,2,6,5,0,8,0,0,0,0,0,0,1,0.259,0.343,0.457,0.8,4,12,L,M.Moore(55)
104,104,29-Jul,,SFG,"W,2-1",32,29,2,8,3,0,0,2,3,0,5,0,0,0,0,2,0,1,0.26,0.343,0.456,0.799,6,15,L,T.Blach(54)
105,105,30-Jul,,SFG,"W,3-2",49,42,3,11,2,0,0,3,7,3,8,0,0,0,0,0,1,0,0.26,0.344,0.454,0.798,15,19,L,M.Bumgarner(73)
106,106,1-Aug,@,ATL,"W,3-2",35,32,3,8,2,0,1,2,1,0,7,1,1,0,1,0,1,1,0.259,0.343,0.454,0.797,5,13,R,L.Sims(51)
107,107,2-Aug,@,ATL,"L,3-5",34,31,3,6,1,0,1,3,1,0,9,1,1,0,0,0,1,0,0.259,0.342,0.453,0.795,4,15,R,J.Teheran(51)
108,108,3-Aug,@,ATL,"W,7-4",45,33,7,9,1,0,1,6,9,1,11,1,1,1,0,1,0,0,0.259,0.343,0.452,0.796,11,14,L,S.Newcomb(44)
109,109,4-Aug,@,NYM,"W,6-0",38,32,6,7,2,0,3,5,5,0,11,0,0,1,0,1,1,0,0.259,0.343,0.453,0.796,5,13,R,J.deGrom(50)
110,110,5-Aug,@,NYM,"W,7-4",40,36,7,8,1,0,5,7,4,1,8,0,0,0,0,0,0,0,0.258,0.343,0.455,0.798,6,17,R,S.Lugo(52)
111,111,6-Aug,@,NYM,"W,8-0",39,35,8,10,2,1,2,8,4,0,12,0,0,0,0,1,3,0,0.259,0.343,0.456,0.799,4,13,L,S.Matz(41)
112,112,8-Aug,@,ARI,"L,3-6",35,33,3,9,2,0,2,3,2,0,8,0,0,0,0,3,0,0,0.259,0.343,0.457,0.8,5,14,R,Z.Godley(50)
113,113,9-Aug,@,ARI,"W,3-2",36,30,3,5,3,0,1,3,6,0,9,0,0,0,0,1,0,1,0.258,0.342,0.456,0.798,6,14,R,Z.Greinke(58)
114,114,10-Aug,@,ARI,"W,8-6",41,37,8,9,2,0,1,7,3,0,6,1,0,0,1,0,1,0,0.258,0.342,0.455,0.797,6,16,L,A.Banda(45)
115,115,11-Aug,,SDP,"L,3-4",40,33,3,8,3,0,0,3,5,1,9,2,0,0,0,1,0,0,0.258,0.342,0.454,0.797,10,12,L,C.Richard(45)
116,116,12-Aug,,SDP,"W,6-3",38,31,6,8,1,0,2,5,6,0,6,0,0,1,0,0,1,0,0.258,0.343,0.455,0.797,8,17,R,J.Chacin(54)
117,117,13-Aug,,SDP,"W,6-4",32,30,6,5,1,0,3,6,1,0,2,1,0,0,1,0,0,0,0.257,0.342,0.455,0.797,2,14,R,L.Perdomo(44)
118,118,15-Aug,,CHW,"W,6-1",39,31,6,9,1,0,0,6,6,0,7,1,0,1,0,0,1,0,0.257,0.342,0.454,0.796,9,14,R,M.Gonzalez(59)
